"Date","NewCases","NewDeaths","Country"
2020-02-12,0,0,"Denmark"
2020-02-13,0,0,"Denmark"
2020-02-14,0,0,"Denmark"
2020-02-15,0,0,"Denmark"
2020-02-16,0,0,"Denmark"
2020-02-17,0,0,"Denmark"
2020-02-18,0,0,"Denmark"
2020-02-19,0,0,"Denmark"
2020-02-20,0,0,"Denmark"
2020-02-21,0,0,"Denmark"
2020-02-22,0,0,"Denmark"
2020-02-23,0,0,"Denmark"
2020-02-24,0,0,"Denmark"
2020-02-25,0,0,"Denmark"
2020-02-26,0,0,"Denmark"
2020-02-27,1,0,"Denmark"
2020-02-28,0,0,"Denmark"
2020-02-29,1,0,"Denmark"
2020-03-01,1,0,"Denmark"
2020-03-02,1,0,"Denmark"
2020-03-03,1,0,"Denmark"
2020-03-04,3,0,"Denmark"
2020-03-05,2,0,"Denmark"
2020-03-06,10,0,"Denmark"
2020-03-07,3,0,"Denmark"
2020-03-08,8,0,"Denmark"
2020-03-09,7,0,"Denmark"
2020-03-10,75,0,"Denmark"
2020-03-11,151,0,"Denmark"
2020-03-12,252,0,"Denmark"
2020-03-13,160,0,"Denmark"
2020-03-14,128,0,"Denmark"
2020-03-15,23,0,"Denmark"
2020-03-16,48,1,"Denmark"
2020-03-17,57,0,"Denmark"
2020-03-18,92,3,"Denmark"
2020-03-19,91,0,"Denmark"
2020-03-20,36,2,"Denmark"
2020-03-21,104,3,"Denmark"
2020-03-22,71,4,"Denmark"
2020-03-23,69,0,"Denmark"
2020-03-24,65,11,"Denmark"
2020-03-25,131,8,"Denmark"
2020-03-26,133,2,"Denmark"
2020-03-27,153,7,"Denmark"
2020-03-28,169,11,"Denmark"
2020-03-29,155,13,"Denmark"
2020-03-30,194,7,"Denmark"
2020-03-31,182,5,"Denmark"
2020-04-01,283,13,"Denmark"
2020-04-02,247,14,"Denmark"
2020-04-03,279,19,"Denmark"
2020-04-04,371,16,"Denmark"
2020-04-05,320,22,"Denmark"
2020-04-06,292,18,"Denmark"
2020-04-07,312,8,"Denmark"
2020-04-08,390,16,"Denmark"
2020-04-09,331,15,"Denmark"
2020-04-10,233,19,"Denmark"
2020-04-11,184,10,"Denmark"
2020-04-12,177,13,"Denmark"
2020-04-13,178,13,"Denmark"
2020-04-14,144,12,"Denmark"
2020-04-15,193,14,"Denmark"
2020-04-16,170,10,"Denmark"
2020-04-17,198,12,"Denmark"
2020-04-18,194,15,"Denmark"
2020-04-19,169,10,"Denmark"
2020-04-20,142,9,"Denmark"
2020-04-21,131,9,"Denmark"
2020-04-22,180,6,"Denmark"
2020-04-23,217,14,"Denmark"
2020-04-24,161,10,"Denmark"
2020-04-25,137,9,"Denmark"
2020-04-26,235,15,"Denmark"
2020-04-27,130,4,"Denmark"
2020-04-28,123,5,"Denmark"
2020-04-29,153,7,"Denmark"
2020-04-30,157,9,"Denmark"
2020-05-01,150,9,"Denmark"
2020-05-02,153,10,"Denmark"
2020-05-03,96,11,"Denmark"
2020-05-04,116,8,"Denmark"
2020-05-05,147,9,"Denmark"
2020-05-06,151,7,"Denmark"
2020-05-07,162,3,"Denmark"
2020-05-08,100,6,"Denmark"
2020-05-09,135,6,"Denmark"
2020-05-10,101,4,"Denmark"
2020-05-11,110,3,"Denmark"
2020-05-12,84,5,"Denmark"
2020-05-13,78,4,"Denmark"
2020-05-14,76,6,"Denmark"
2020-05-15,46,4,"Denmark"
2020-05-16,78,0,"Denmark"
2020-05-17,67,5,"Denmark"
2020-05-18,69,4,"Denmark"
2020-05-19,41,1,"Denmark"
2020-05-20,76,3,"Denmark"
2020-05-21,73,3,"Denmark"
2020-05-22,65,7,"Denmark"
2020-05-23,48,0,"Denmark"
2020-05-24,59,0,"Denmark"
2020-05-25,71,1,"Denmark"
2020-05-26,27,1,"Denmark"
2020-05-27,41,0,"Denmark"
2020-05-28,52,2,"Denmark"
2020-05-29,32,3,"Denmark"
2020-05-30,81,0,"Denmark"
2020-05-31,40,3,"Denmark"
2020-06-01,36,3,"Denmark"
2020-06-02,30,2,"Denmark"
2020-06-03,35,4,"Denmark"
2020-06-04,37,0,"Denmark"
2020-06-05,40,2,"Denmark"
2020-06-06,64,4,"Denmark"
2020-06-07,49,1,"Denmark"
2020-06-08,24,2,"Denmark"
2020-06-09,14,4,"Denmark"
2020-06-10,39,0,"Denmark"
2020-06-11,15,0,"Denmark"
2020-06-12,19,0,"Denmark"
2020-06-13,64,1,"Denmark"
2020-06-14,40,3,"Denmark"
2020-06-15,54,0,"Denmark"
2020-06-16,24,1,"Denmark"
2020-06-17,33,0,"Denmark"
2020-06-18,44,0,"Denmark"
2020-06-19,50,2,"Denmark"
2020-06-20,47,0,"Denmark"
2020-06-21,0,0,"Denmark"
2020-06-22,0,0,"Denmark"
2020-06-23,136,2,"Denmark"
2020-06-24,34,1,"Denmark"
2020-06-25,54,0,"Denmark"
2020-06-26,21,0,"Denmark"
2020-06-27,39,1,"Denmark"
2020-06-28,0,0,"Denmark"
2020-06-29,0,0,"Denmark"
2020-06-30,76,1,"Denmark"
2020-07-01,17,0,"Denmark"
2020-07-02,26,1,"Denmark"
2020-07-03,21,0,"Denmark"
2020-07-04,17,0,"Denmark"
2020-07-05,0,0,"Denmark"
2020-07-06,0,0,"Denmark"
2020-07-07,46,1,"Denmark"
2020-07-08,10,2,"Denmark"
2020-07-09,12,0,"Denmark"
2020-07-10,16,0,"Denmark"
2020-07-11,30,0,"Denmark"
2020-07-12,0,0,"Denmark"
2020-07-13,0,0,"Denmark"
2020-07-14,91,1,"Denmark"
2020-07-15,24,0,"Denmark"
2020-07-16,31,0,"Denmark"
2020-07-17,32,0,"Denmark"
2020-07-18,49,1,"Denmark"
2020-07-19,0,0,"Denmark"
2020-07-20,0,0,"Denmark"
2020-07-21,89,0,"Denmark"
2020-07-22,40,0,"Denmark"
2020-07-23,48,0,"Denmark"
2020-07-24,40,1,"Denmark"
2020-07-25,48,1,"Denmark"
2020-07-26,0,0,"Denmark"
2020-07-27,0,0,"Denmark"
2020-07-28,109,0,"Denmark"
2020-07-29,30,0,"Denmark"
2020-07-30,57,1,"Denmark"
2020-07-31,91,1,"Denmark"
2020-08-01,64,0,"Denmark"
2020-08-02,0,0,"Denmark"
2020-08-03,0,0,"Denmark"
2020-08-04,207,1,"Denmark"
2020-08-05,77,0,"Denmark"
2020-08-06,112,0,"Denmark"
2020-08-07,121,1,"Denmark"
2020-08-08,136,0,"Denmark"
2020-08-09,0,0,"Denmark"
2020-08-10,0,0,"Denmark"
2020-08-11,373,3,"Denmark"
2020-08-12,144,1,"Denmark"
2020-08-13,111,0,"Denmark"
2020-08-14,144,0,"Denmark"
2020-08-15,165,0,"Denmark"
2020-08-16,104,0,"Denmark"
2020-08-17,134,0,"Denmark"
2020-08-18,123,0,"Denmark"
2020-08-19,115,0,"Denmark"
2020-08-20,85,0,"Denmark"
2020-08-21,116,0,"Denmark"
2020-08-22,71,0,"Denmark"
2020-08-23,0,0,"Denmark"
2020-08-24,0,0,"Denmark"
2020-08-25,270,2,"Denmark"
2020-08-26,83,0,"Denmark"
2020-08-27,57,0,"Denmark"
2020-08-28,90,1,"Denmark"
2020-08-29,73,0,"Denmark"
2020-08-30,0,0,"Denmark"
2020-08-31,0,0,"Denmark"
2020-09-01,285,0,"Denmark"
2020-09-02,99,1,"Denmark"
2020-09-03,111,1,"Denmark"
2020-09-04,179,0,"Denmark"
2020-09-05,173,1,"Denmark"
2020-09-06,0,0,"Denmark"
2020-09-07,0,0,"Denmark"
2020-09-08,566,1,"Denmark"
2020-09-09,243,0,"Denmark"
2020-09-10,251,0,"Denmark"
2020-09-11,317,1,"Denmark"
2020-09-12,292,0,"Denmark"
2020-09-13,0,0,"Denmark"
2020-09-14,0,0,"Denmark"
2020-09-15,584,4,"Denmark"
2020-09-16,329,0,"Denmark"
2020-09-17,442,0,"Denmark"
2020-09-18,822,2,"Denmark"
2020-09-19,454,0,"Denmark"
2020-09-20,0,0,"Denmark"
2020-09-21,0,0,"Denmark"
2020-09-22,1476,5,"Denmark"
2020-09-23,476,1,"Denmark"
2020-09-24,558,2,"Denmark"
2020-09-25,559,2,"Denmark"
2020-09-26,678,2,"Denmark"
2020-09-27,619,1,"Denmark"
2020-09-28,424,1,"Denmark"
2020-09-29,435,0,"Denmark"
2020-09-30,392,1,"Denmark"
2020-10-01,534,0,"Denmark"
2020-10-02,398,1,"Denmark"
2020-10-03,536,1,"Denmark"
2020-10-04,370,2,"Denmark"
2020-10-05,378,4,"Denmark"
2020-10-06,377,1,"Denmark"
2020-10-07,322,4,"Denmark"
2020-10-08,331,0,"Denmark"
2020-10-09,446,2,"Denmark"
2020-10-10,482,0,"Denmark"
2020-10-11,444,2,"Denmark"
2020-10-12,340,2,"Denmark"
2020-10-13,389,2,"Denmark"
2020-10-14,290,3,"Denmark"
2020-10-15,492,1,"Denmark"
2020-10-16,430,2,"Denmark"
2020-10-17,418,0,"Denmark"
2020-10-18,500,2,"Denmark"
2020-10-19,451,1,"Denmark"
2020-10-20,452,6,"Denmark"
2020-10-21,529,2,"Denmark"
2020-10-22,630,2,"Denmark"
2020-10-23,760,4,"Denmark"
2020-10-24,859,3,"Denmark"
2020-10-25,789,3,"Denmark"
2020-10-26,945,2,"Denmark"
2020-10-27,1056,6,"Denmark"
2020-10-28,745,1,"Denmark"
2020-10-29,1017,6,"Denmark"
2020-10-30,860,1,"Denmark"
2020-10-31,1191,3,"Denmark"
2020-11-01,1126,2,"Denmark"
2020-11-02,948,2,"Denmark"
2020-11-03,942,1,"Denmark"
2020-11-04,1353,4,"Denmark"
2020-11-05,936,1,"Denmark"
2020-11-06,1223,4,"Denmark"
2020-11-07,1427,5,"Denmark"
2020-11-08,1050,2,"Denmark"
2020-11-09,891,3,"Denmark"
2020-11-10,771,4,"Denmark"
2020-11-11,1066,3,"Denmark"
2020-11-12,994,3,"Denmark"
2020-11-13,1011,2,"Denmark"
2020-11-14,1037,1,"Denmark"
2020-11-15,1078,1,"Denmark"
2020-11-16,1058,3,"Denmark"
2020-11-17,1195,4,"Denmark"
2020-11-18,1220,4,"Denmark"
2020-11-19,1257,2,"Denmark"
2020-11-20,1297,3,"Denmark"
2020-11-21,1257,5,"Denmark"
2020-11-22,1273,3,"Denmark"
2020-11-23,850,3,"Denmark"
2020-11-24,1169,5,"Denmark"
2020-11-25,1367,8,"Denmark"
2020-11-26,1183,5,"Denmark"
2020-11-27,1191,9,"Denmark"
2020-11-28,1323,5,"Denmark"
2020-11-29,1636,7,"Denmark"
2020-11-30,998,6,"Denmark"
2020-12-01,1129,8,"Denmark"
2020-12-02,1468,9,"Denmark"
2020-12-03,1586,6,"Denmark"
2020-12-04,1605,6,"Denmark"
2020-12-05,1603,9,"Denmark"
2020-12-06,2115,11,"Denmark"
2020-12-07,1745,7,"Denmark"
2020-12-08,2046,9,"Denmark"
2020-12-09,2150,7,"Denmark"
2020-12-10,2558,3,"Denmark"
2020-12-11,3132,14,"Denmark"
2020-12-12,3075,9,"Denmark"
2020-12-13,3552,8,"Denmark"
2020-12-14,2642,6,"Denmark"
2019-12-31,0,0,"Estonia"
2020-01-01,0,0,"Estonia"
2020-01-02,0,0,"Estonia"
2020-01-03,0,0,"Estonia"
2020-01-04,0,0,"Estonia"
2020-01-05,0,0,"Estonia"
2020-01-06,0,0,"Estonia"
2020-01-07,0,0,"Estonia"
2020-01-08,0,0,"Estonia"
2020-01-09,0,0,"Estonia"
2020-01-10,0,0,"Estonia"
2020-01-11,0,0,"Estonia"
2020-01-12,0,0,"Estonia"
2020-01-13,0,0,"Estonia"
2020-01-14,0,0,"Estonia"
2020-01-15,0,0,"Estonia"
2020-01-16,0,0,"Estonia"
2020-01-17,0,0,"Estonia"
2020-01-18,0,0,"Estonia"
2020-01-19,0,0,"Estonia"
2020-01-20,0,0,"Estonia"
2020-01-21,0,0,"Estonia"
2020-01-22,0,0,"Estonia"
2020-01-23,0,0,"Estonia"
2020-01-24,0,0,"Estonia"
2020-01-25,0,0,"Estonia"
2020-01-26,0,0,"Estonia"
2020-01-27,0,0,"Estonia"
2020-01-28,0,0,"Estonia"
2020-01-29,0,0,"Estonia"
2020-01-30,0,0,"Estonia"
2020-01-31,0,0,"Estonia"
2020-02-01,0,0,"Estonia"
2020-02-02,0,0,"Estonia"
2020-02-03,0,0,"Estonia"
2020-02-04,0,0,"Estonia"
2020-02-05,0,0,"Estonia"
2020-02-06,0,0,"Estonia"
2020-02-07,0,0,"Estonia"
2020-02-08,0,0,"Estonia"
2020-02-09,0,0,"Estonia"
2020-02-10,0,0,"Estonia"
2020-02-11,0,0,"Estonia"
2020-02-12,0,0,"Estonia"
2020-02-13,0,0,"Estonia"
2020-02-14,0,0,"Estonia"
2020-02-15,0,0,"Estonia"
2020-02-16,0,0,"Estonia"
2020-02-17,0,0,"Estonia"
2020-02-18,0,0,"Estonia"
2020-02-19,0,0,"Estonia"
2020-02-20,0,0,"Estonia"
2020-02-21,0,0,"Estonia"
2020-02-22,0,0,"Estonia"
2020-02-23,0,0,"Estonia"
2020-02-24,0,0,"Estonia"
2020-02-25,0,0,"Estonia"
2020-02-26,0,0,"Estonia"
2020-02-27,0,0,"Estonia"
2020-02-28,1,0,"Estonia"
2020-02-29,0,0,"Estonia"
2020-03-01,0,0,"Estonia"
2020-03-02,0,0,"Estonia"
2020-03-04,1,0,"Estonia"
2020-03-06,3,0,"Estonia"
2020-03-07,5,0,"Estonia"
2020-03-11,3,0,"Estonia"
2020-03-12,3,0,"Estonia"
2020-03-13,11,0,"Estonia"
2020-03-14,52,0,"Estonia"
2020-03-15,36,0,"Estonia"
2020-03-16,56,0,"Estonia"
2020-03-17,34,0,"Estonia"
2020-03-18,20,0,"Estonia"
2020-03-19,33,0,"Estonia"
2020-03-20,9,0,"Estonia"
2020-03-21,16,0,"Estonia"
2020-03-22,23,0,"Estonia"
2020-03-23,20,0,"Estonia"
2020-03-24,26,0,"Estonia"
2020-03-25,17,0,"Estonia"
2020-03-26,35,1,"Estonia"
2020-03-27,134,0,"Estonia"
2020-03-28,37,0,"Estonia"
2020-03-29,65,0,"Estonia"
2020-03-30,39,2,"Estonia"
2020-03-31,36,0,"Estonia"
2020-04-01,30,1,"Estonia"
2020-04-02,34,1,"Estonia"
2020-04-03,79,6,"Estonia"
2020-04-04,103,1,"Estonia"
2020-04-05,57,1,"Estonia"
2020-04-06,79,2,"Estonia"
2020-04-07,11,4,"Estonia"
2020-04-08,41,2,"Estonia"
2020-04-09,36,3,"Estonia"
2020-04-10,22,0,"Estonia"
2020-04-11,51,0,"Estonia"
2020-04-12,46,0,"Estonia"
2020-04-13,5,1,"Estonia"
2020-04-14,23,3,"Estonia"
2020-04-15,41,3,"Estonia"
2020-04-16,29,4,"Estonia"
2020-04-17,32,1,"Estonia"
2020-04-18,25,2,"Estonia"
2020-04-19,53,0,"Estonia"
2020-04-20,16,2,"Estonia"
2020-04-21,7,0,"Estonia"
2020-04-22,17,3,"Estonia"
2020-04-23,7,1,"Estonia"
2020-04-24,33,1,"Estonia"
2020-04-25,13,1,"Estonia"
2020-04-26,30,0,"Estonia"
2020-04-27,8,3,"Estonia"
2020-04-28,4,1,"Estonia"
2020-04-29,13,0,"Estonia"
2020-04-30,6,0,"Estonia"
2020-05-01,23,2,"Estonia"
2020-05-02,5,0,"Estonia"
2020-05-03,5,1,"Estonia"
2020-05-04,1,2,"Estonia"
2020-05-05,3,0,"Estonia"
2020-05-06,8,0,"Estonia"
2020-05-07,2,0,"Estonia"
2020-05-08,7,1,"Estonia"
2020-05-09,5,0,"Estonia"
2020-05-10,8,4,"Estonia"
2020-05-11,6,0,"Estonia"
2020-05-12,2,1,"Estonia"
2020-05-13,5,0,"Estonia"
2020-05-14,5,0,"Estonia"
2020-05-15,7,1,"Estonia"
2020-05-16,8,1,"Estonia"
2020-05-17,4,0,"Estonia"
2020-05-18,4,0,"Estonia"
2020-05-19,10,0,"Estonia"
2020-05-20,7,0,"Estonia"
2020-05-21,3,0,"Estonia"
2020-05-22,6,0,"Estonia"
2020-05-23,7,0,"Estonia"
2020-05-24,14,0,"Estonia"
2020-05-25,2,0,"Estonia"
2020-05-26,1,0,"Estonia"
2020-05-27,10,0,"Estonia"
2020-05-28,6,0,"Estonia"
2020-05-29,11,0,"Estonia"
2020-05-30,8,0,"Estonia"
2020-05-31,6,0,"Estonia"
2020-06-01,4,0,"Estonia"
2020-06-02,1,0,"Estonia"
2020-06-03,0,0,"Estonia"
2020-06-04,10,0,"Estonia"
2020-06-05,10,0,"Estonia"
2020-06-06,20,0,"Estonia"
2020-06-07,21,0,"Estonia"
2020-06-08,8,0,"Estonia"
2020-06-09,1,0,"Estonia"
2020-06-10,7,0,"Estonia"
2020-06-11,11,0,"Estonia"
2020-06-12,7,0,"Estonia"
2020-06-13,5,0,"Estonia"
2020-06-14,3,0,"Estonia"
2020-06-15,0,0,"Estonia"
2020-06-16,1,0,"Estonia"
2020-06-17,1,0,"Estonia"
2020-06-18,2,0,"Estonia"
2020-06-19,0,0,"Estonia"
2020-06-20,2,0,"Estonia"
2020-06-21,2,0,"Estonia"
2020-06-22,0,0,"Estonia"
2020-06-23,0,0,"Estonia"
2020-06-24,1,0,"Estonia"
2020-06-25,1,0,"Estonia"
2020-06-26,1,0,"Estonia"
2020-06-27,2,0,"Estonia"
2020-06-28,0,0,"Estonia"
2020-06-29,1,0,"Estonia"
2020-06-30,0,0,"Estonia"
2020-07-01,2,0,"Estonia"
2020-07-02,0,0,"Estonia"
2020-07-03,1,0,"Estonia"
2020-07-04,1,0,"Estonia"
2020-07-05,2,0,"Estonia"
2020-07-06,0,0,"Estonia"
2020-07-07,1,0,"Estonia"
2020-07-08,1,0,"Estonia"
2020-07-09,8,0,"Estonia"
2020-07-10,8,0,"Estonia"
2020-07-11,2,0,"Estonia"
2020-07-12,1,0,"Estonia"
2020-07-13,0,0,"Estonia"
2020-07-14,0,0,"Estonia"
2020-07-15,1,0,"Estonia"
2020-07-16,1,0,"Estonia"
2020-07-17,0,0,"Estonia"
2020-07-18,4,0,"Estonia"
2020-07-19,1,0,"Estonia"
2020-07-20,0,0,"Estonia"
2020-07-21,0,0,"Estonia"
2020-07-22,1,0,"Estonia"
2020-07-23,3,0,"Estonia"
2020-07-24,2,0,"Estonia"
2020-07-25,1,0,"Estonia"
2020-07-26,5,0,"Estonia"
2020-07-27,1,0,"Estonia"
2020-07-28,4,0,"Estonia"
2020-07-29,0,0,"Estonia"
2020-07-30,4,0,"Estonia"
2020-07-31,9,0,"Estonia"
2020-08-01,13,0,"Estonia"
2020-08-02,8,0,"Estonia"
2020-08-03,7,0,"Estonia"
2020-08-04,1,0,"Estonia"
2020-08-05,11,0,"Estonia"
2020-08-06,22,0,"Estonia"
2020-08-07,11,0,"Estonia"
2020-08-08,9,0,"Estonia"
2020-08-09,14,0,"Estonia"
2020-08-10,5,0,"Estonia"
2020-08-11,6,0,"Estonia"
2020-08-12,9,0,"Estonia"
2020-08-13,7,0,"Estonia"
2020-08-14,0,0,"Estonia"
2020-08-15,3,0,"Estonia"
2020-08-16,7,0,"Estonia"
2020-08-17,6,0,"Estonia"
2020-08-18,2,0,"Estonia"
2020-08-19,8,0,"Estonia"
2020-08-20,7,0,"Estonia"
2020-08-21,20,0,"Estonia"
2020-08-22,17,0,"Estonia"
2020-08-23,21,0,"Estonia"
2020-08-24,7,0,"Estonia"
2020-08-25,3,1,"Estonia"
2020-08-26,19,0,"Estonia"
2020-08-27,17,0,"Estonia"
2020-08-28,14,0,"Estonia"
2020-08-29,18,0,"Estonia"
2020-08-30,20,0,"Estonia"
2020-08-31,10,0,"Estonia"
2020-09-01,2,0,"Estonia"
2020-09-02,20,0,"Estonia"
2020-09-03,20,0,"Estonia"
2020-09-04,26,0,"Estonia"
2020-09-05,15,0,"Estonia"
2020-09-06,34,0,"Estonia"
2020-09-07,25,0,"Estonia"
2020-09-08,16,0,"Estonia"
2020-09-09,32,0,"Estonia"
2020-09-10,22,0,"Estonia"
2020-09-11,15,0,"Estonia"
2020-09-12,32,0,"Estonia"
2020-09-13,23,0,"Estonia"
2020-09-14,21,0,"Estonia"
2020-09-15,22,0,"Estonia"
2020-09-16,24,0,"Estonia"
2020-09-17,34,0,"Estonia"
2020-09-18,22,0,"Estonia"
2020-09-19,36,0,"Estonia"
2020-09-20,61,0,"Estonia"
2020-09-21,49,0,"Estonia"
2020-09-22,17,0,"Estonia"
2020-09-23,35,0,"Estonia"
2020-09-24,57,0,"Estonia"
2020-09-25,43,0,"Estonia"
2020-09-26,42,0,"Estonia"
2020-09-27,47,0,"Estonia"
2020-09-28,35,0,"Estonia"
2020-09-29,67,0,"Estonia"
2020-09-30,48,0,"Estonia"
2020-10-01,56,0,"Estonia"
2020-10-02,79,1,"Estonia"
2020-10-03,57,1,"Estonia"
2020-10-04,70,1,"Estonia"
2020-10-05,30,0,"Estonia"
2020-10-06,10,0,"Estonia"
2020-10-07,42,0,"Estonia"
2020-10-08,56,0,"Estonia"
2020-10-09,45,0,"Estonia"
2020-10-10,49,1,"Estonia"
2020-10-11,37,0,"Estonia"
2020-10-12,19,0,"Estonia"
2020-10-13,18,0,"Estonia"
2020-10-14,25,0,"Estonia"
2020-10-15,39,0,"Estonia"
2020-10-16,33,0,"Estonia"
2020-10-17,37,0,"Estonia"
2020-10-18,35,0,"Estonia"
2020-10-19,26,0,"Estonia"
2020-10-20,7,0,"Estonia"
2020-10-21,42,3,"Estonia"
2020-10-22,44,0,"Estonia"
2020-10-23,76,0,"Estonia"
2020-10-24,53,2,"Estonia"
2020-10-25,51,0,"Estonia"
2020-10-26,60,0,"Estonia"
2020-10-27,17,0,"Estonia"
2020-10-28,37,0,"Estonia"
2020-10-29,125,0,"Estonia"
2020-10-30,81,0,"Estonia"
2020-10-31,100,0,"Estonia"
2020-11-01,134,0,"Estonia"
2020-11-02,80,0,"Estonia"
2020-11-03,61,0,"Estonia"
2020-11-04,79,0,"Estonia"
2020-11-05,208,0,"Estonia"
2020-11-06,131,0,"Estonia"
2020-11-07,241,0,"Estonia"
2020-11-08,228,0,"Estonia"
2020-11-09,192,2,"Estonia"
2020-11-10,125,1,"Estonia"
2020-11-11,126,0,"Estonia"
2020-11-12,132,0,"Estonia"
2020-11-13,373,0,"Estonia"
2020-11-14,267,4,"Estonia"
2020-11-15,0,0,"Estonia"
2020-11-16,489,1,"Estonia"
2020-11-17,211,0,"Estonia"
2020-11-18,185,3,"Estonia"
2020-11-19,271,1,"Estonia"
2020-11-20,411,1,"Estonia"
2020-11-21,361,1,"Estonia"
2020-11-22,299,0,"Estonia"
2020-11-23,349,1,"Estonia"
2020-11-24,232,4,"Estonia"
2020-11-25,203,2,"Estonia"
2020-11-26,382,3,"Estonia"
2020-11-27,414,2,"Estonia"
2020-11-28,368,5,"Estonia"
2020-11-29,375,5,"Estonia"
2020-11-30,354,3,"Estonia"
2020-12-01,256,6,"Estonia"
2020-12-02,189,3,"Estonia"
2020-12-03,522,1,"Estonia"
2020-12-04,450,1,"Estonia"
2020-12-05,470,2,"Estonia"
2020-12-06,561,1,"Estonia"
2020-12-07,478,5,"Estonia"
2020-12-08,248,3,"Estonia"
2020-12-09,284,3,"Estonia"
2020-12-10,544,2,"Estonia"
2020-12-11,544,2,"Estonia"
2020-12-12,358,1,"Estonia"
2020-12-13,757,6,"Estonia"
2020-12-14,342,1,"Estonia"
2019-12-31,0,0,"Finland"
2020-01-01,0,0,"Finland"
2020-01-02,0,0,"Finland"
2020-01-03,0,0,"Finland"
2020-01-04,0,0,"Finland"
2020-01-05,0,0,"Finland"
2020-01-06,0,0,"Finland"
2020-01-07,0,0,"Finland"
2020-01-08,0,0,"Finland"
2020-01-09,0,0,"Finland"
2020-01-10,0,0,"Finland"
2020-01-11,0,0,"Finland"
2020-01-12,0,0,"Finland"
2020-01-13,0,0,"Finland"
2020-01-14,0,0,"Finland"
2020-01-15,0,0,"Finland"
2020-01-16,0,0,"Finland"
2020-01-17,0,0,"Finland"
2020-01-18,0,0,"Finland"
2020-01-19,0,0,"Finland"
2020-01-20,0,0,"Finland"
2020-01-21,0,0,"Finland"
2020-01-22,0,0,"Finland"
2020-01-23,0,0,"Finland"
2020-01-24,0,0,"Finland"
2020-01-25,0,0,"Finland"
2020-01-26,0,0,"Finland"
2020-01-27,0,0,"Finland"
2020-01-28,0,0,"Finland"
2020-01-29,0,0,"Finland"
2020-01-30,1,0,"Finland"
2020-01-31,0,0,"Finland"
2020-02-01,0,0,"Finland"
2020-02-02,0,0,"Finland"
2020-02-03,0,0,"Finland"
2020-02-04,0,0,"Finland"
2020-02-05,0,0,"Finland"
2020-02-06,0,0,"Finland"
2020-02-07,0,0,"Finland"
2020-02-08,0,0,"Finland"
2020-02-09,0,0,"Finland"
2020-02-10,0,0,"Finland"
2020-02-11,0,0,"Finland"
2020-02-12,0,0,"Finland"
2020-02-13,0,0,"Finland"
2020-02-14,0,0,"Finland"
2020-02-15,0,0,"Finland"
2020-02-16,0,0,"Finland"
2020-02-17,0,0,"Finland"
2020-02-18,0,0,"Finland"
2020-02-19,0,0,"Finland"
2020-02-20,0,0,"Finland"
2020-02-21,0,0,"Finland"
2020-02-22,0,0,"Finland"
2020-02-23,0,0,"Finland"
2020-02-24,0,0,"Finland"
2020-02-25,0,0,"Finland"
2020-02-26,0,0,"Finland"
2020-02-27,1,0,"Finland"
2020-02-28,0,0,"Finland"
2020-02-29,1,0,"Finland"
2020-03-01,0,0,"Finland"
2020-03-02,3,0,"Finland"
2020-03-04,1,0,"Finland"
2020-03-06,5,0,"Finland"
2020-03-07,7,0,"Finland"
2020-03-09,11,0,"Finland"
2020-03-10,10,0,"Finland"
2020-03-12,19,0,"Finland"
2020-03-13,96,0,"Finland"
2020-03-14,28,0,"Finland"
2020-03-15,27,0,"Finland"
2020-03-16,57,0,"Finland"
2020-03-17,5,0,"Finland"
2020-03-18,47,0,"Finland"
2020-03-19,50,0,"Finland"
2020-03-20,31,0,"Finland"
2020-03-21,50,0,"Finland"
2020-03-22,71,1,"Finland"
2020-03-23,105,0,"Finland"
2020-03-24,74,0,"Finland"
2020-03-25,92,0,"Finland"
2020-03-26,88,2,"Finland"
2020-03-27,78,1,"Finland"
2020-03-28,67,3,"Finland"
2020-03-29,193,2,"Finland"
2020-03-30,0,2,"Finland"
2020-03-31,95,2,"Finland"
2020-04-01,71,4,"Finland"
2020-04-02,62,0,"Finland"
2020-04-03,72,2,"Finland"
2020-04-04,97,1,"Finland"
2020-04-05,267,5,"Finland"
2020-04-06,45,2,"Finland"
2020-04-07,249,0,"Finland"
2020-04-08,132,7,"Finland"
2020-04-09,179,6,"Finland"
2020-04-10,118,2,"Finland"
2020-04-11,164,6,"Finland"
2020-04-12,136,1,"Finland"
2020-04-13,69,7,"Finland"
2020-04-14,90,3,"Finland"
2020-04-15,97,5,"Finland"
2020-04-16,76,8,"Finland"
2020-04-17,132,3,"Finland"
2020-04-18,120,7,"Finland"
2020-04-19,192,8,"Finland"
2020-04-20,102,4,"Finland"
2020-04-21,85,4,"Finland"
2020-04-22,146,43,"Finland"
2020-04-23,115,8,"Finland"
2020-04-24,155,23,"Finland"
2020-04-25,111,5,"Finland"
2020-04-26,80,9,"Finland"
2020-04-27,101,4,"Finland"
2020-04-28,119,3,"Finland"
2020-04-29,45,6,"Finland"
2020-04-30,166,7,"Finland"
2020-05-01,89,5,"Finland"
2020-05-02,56,7,"Finland"
2020-05-03,128,2,"Finland"
2020-05-04,75,10,"Finland"
2020-05-05,73,10,"Finland"
2020-05-06,85,6,"Finland"
2020-05-07,161,6,"Finland"
2020-05-08,100,3,"Finland"
2020-05-09,65,5,"Finland"
2020-05-10,142,5,"Finland"
2020-05-11,82,2,"Finland"
